RR,R_amp,RtoT,RtoS1,S1_amp,RtoS2,S2_amp,S1toS2,Resp_time,Resp_mean,Resp_std
,1.1081187338547807,0.2727999999999999,0.02439999999999999,5.374551773057096,0.41779999999999984,3.9771888130472277,0.39339999999999986,-0.24537239278920575,-0.4726283741874583,0.09553657081256926
0.9254000000000246,1.1514435430541448,0.2745999999999999,0.02379999999999999,5.112125331873826,0.42179999999999984,3.976754492717252,0.39799999999999985,-0.4052747044914071,0.08575044498935429,0.3036805657762812
0.8953999999999951,1.1020099654118862,0.2771999999999999,0.033399999999999985,5.713072181945093,0.43039999999999984,4.804899783843076,0.39699999999999985,0.5328449055195531,0.1698498245559403,0.2446154546295362
0.9073999999999955,1.1456313167686722,0.2783999999999999,0.02519999999999999,6.225937433389304,0.41959999999999986,4.879478115784452,0.39439999999999986,-0.211184360354404,-0.34627246737056805,0.09210401613085625
0.9157999999999902,1.1398487446989418,0.2827999999999999,0.017799999999999993,4.654936016780643,0.41779999999999984,4.294837288701239,0.39999999999999986,-0.1327472459397017,0.3556366542684606,0.23772309745229633
0.8739999999999952,1.075439788106869,0.2809999999999999,0.02379999999999999,5.467406337093205,0.43399999999999983,4.364590843462126,0.41019999999999984,0.6726006981083892,0.17901324397517795,0.31004306042596025
0.8951999999999884,1.130982134192022,0.2833999999999999,0.02039999999999999,5.349434350000182,0.41799999999999987,4.874766863544747,0.39759999999999984,-0.2999999846153854,-0.4818495757257991,0.05856686356065235
0.9140000000000441,1.1575523114970394,0.2739999999999999,0.03019999999999999,5.010364332375315,0.41519999999999985,4.235748908976441,0.38499999999999984,-0.4959218304899672,-0.08415200213557225,0.31062497859852306
0.9081999999999653,1.0998748618784473,0.2875999999999999,0.021399999999999992,5.1989169694128385,0.43419999999999986,4.516398842830806,0.41279999999999983,0.49255186729282247,0.5055189934119175,0.1790721478085579
0.8849999999999909,1.094981916280983,0.2851999999999999,0.02159999999999999,5.6157814305548195,0.41799999999999987,4.4873066378567446,0.39639999999999986,0.15960927142418876,-0.2999410867584609,0.19254092046418292
0.9168000000000234,1.1547944694330141,0.2771999999999999,0.03159999999999999,5.822987845552083,0.4189999999999999,4.625715424972973,0.38739999999999986,-0.4745543102182161,-0.2727645547766429,0.1985809368177406
0.9019999999999868,1.113901305924511,0.2741999999999999,0.024199999999999992,4.924976983452264,0.4573999999999998,3.5440515135623283,0.43319999999999986,0.22766787599261198,0.5226836135975657,0.11952705932348268
0.8729999999999905,1.0913344477446918,0.2763999999999999,0.02779999999999999,5.25725959706763,0.45859999999999984,4.608832097117695,0.43079999999999985,0.4843223194853023,0.0011124277937945347,0.271559342946133
0.9106000000000449,1.1523628237421533,0.27939999999999987,0.02399999999999999,5.9478896662975576,0.43819999999999987,4.193514504820801,0.41419999999999985,-0.39978019927867114,-0.4431686994063,0.060456893191435976
0.9267999999999574,1.1535786465875837,0.2885999999999999,0.02099999999999999,5.005572118561685,0.44939999999999986,4.194147983741163,0.42839999999999984,-0.27282049882971804,0.227155262270992,0.2809351379217576
0.8976000000000113,1.0846029407712108,0.2845999999999999,0.02519999999999999,5.525230107318348,0.4385999999999998,4.724146057084006,0.4133999999999998,0.678705703900318,0.4000034337071094,0.2469980846526055
0.8935999999999922,1.1322276112531948,0.2743999999999999,0.02739999999999999,5.519852050898455,0.4573999999999998,4.835846018490443,0.4299999999999998,-0.054945052127359964,-0.3999966286593942,0.14502915691389412
0.9168000000000234,1.1724980362311115,0.2759999999999999,0.025999999999999992,5.681526996877239,0.41599999999999987,4.524362576705595,0.38999999999999985,-0.511477385247802,-0.16268175433910861,0.2769649849404439
0.9019999999999868,1.1126854830790807,0.2817999999999999,0.020599999999999993,4.711494466092344,0.43119999999999986,4.031855059311394,0.41059999999999985,0.3533821552600116,0.514889847597502,0.10685830508165774
0.8695999999999913,1.0964942812838356,0.2763999999999999,0.02279999999999999,5.4011859051308075,0.41499999999999987,4.689262523078372,0.3921999999999999,0.28380950925519,-0.12604509293926244,0.22739172278379116
0.9184000000000196,1.1459575131418365,0.2813999999999999,0.023599999999999993,5.936568924965846,0.45299999999999985,4.490377416973322,0.42939999999999984,-0.41443221317930046,-0.4383773413732787,0.0580055091924258
0.9311999999999898,1.1340365184134693,0.2801999999999999,0.021999999999999992,5.197162572229096,0.4199999999999999,3.800498571500517,0.39799999999999985,-0.2737484597100912,0.2130639765210077,0.26477322397658043
0.8951999999999884,1.0919275320595359,,0.020599999999999993,9.301034751948977,,,,-0.2737484597100912,,
